"MetWatch hourly weather data for Kumeu, Auckland"
Date,Time,"Air Temp. (°C)","Rainfall (mm)","Leaf Wetness (%)","Relative Humidity (%)","Wind Speed (km/h)","Wind Direction","Spray Drift Risk","Backup Data","Missing Data"
"Fri 5th Jan 2018","11 - 12am",18.8,0.0,7.2,86.6,16.1,SW,"Extreme Caution",,
"Sat 6th Jan 2018","12 - 1am",18.9,0.0,9.5,84.3,19.5,SW,"Extreme Caution",,
"Sat 6th Jan 2018","1 - 2am",18.8,0.0,5.1,84.9,15.9,SW,"Extreme Caution",,
"Sat 6th Jan 2018","2 - 3am",18.7,0.0,17.3,85.2,15.5,SW,"Extreme Caution",,
"Sat 6th Jan 2018","3 - 4am",18.5,0.0,56.9,87.5,12.6,SW,"Best Conditions",,
"Sat 6th Jan 2018","4 - 5am",18.1,0.0,98.7,90.7,13.1,SW,"Best Conditions",,
"Sat 6th Jan 2018","5 - 6am",18.5,0.0,25.2,87.7,14.7,SW,"Best Conditions",,
"Sat 6th Jan 2018","6 - 7am",18.7,0.0,11.6,87.7,14.8,SW,"Best Conditions",,
"Sat 6th Jan 2018","7 - 8am",18.5,0.2,63.2,90.0,14.7,SW,"Not Recommended",,
"Sat 6th Jan 2018","8 - 9am",18.4,0.0,94.1,92.6,13.6,SW,"Best Conditions",,
"Sat 6th Jan 2018","9 - 10am",18.9,0.2,67.0,91.8,13.5,SW,"Not Recommended",,
"Sat 6th Jan 2018","10 - 11am",19.6,0.0,5.2,87.2,17.2,SW,"Extreme Caution",,
"Sat 6th Jan 2018","11 - 12pm",20.3,0.0,0.4,84.6,18.9,SW,"Extreme Caution",,
"Sat 6th Jan 2018","12 - 1pm",20.7,0.0,7.1,81.9,19.4,SW,"Extreme Caution",,
"Sat 6th Jan 2018","1 - 2pm",20.9,0.0,5.1,81.2,20.0,SW,"Extreme Caution",,
"Sat 6th Jan 2018","2 - 3pm",21.0,0.0,14.0,81.7,17.4,SW,"Extreme Caution",,
"Sat 6th Jan 2018","3 - 4pm",21.2,0.0,0.8,80.2,15.6,SW,"Extreme Caution",,
"Sat 6th Jan 2018","4 - 5pm",21.2,0.0,0.5,78.7,15.7,SW,"Extreme Caution",,
"Sat 6th Jan 2018","5 - 6pm",20.9,0.0,0.2,79.5,14.5,SW,"Best Conditions",,
"Sat 6th Jan 2018","6 - 7pm",20.7,0.0,0.2,81.3,13.7,SW,"Best Conditions",,
"Sat 6th Jan 2018","7 - 8pm",19.8,0.0,0.9,85.5,9.9,SW,"Best Conditions",,
"Sat 6th Jan 2018","8 - 9pm",19.1,0.0,2.1,87.9,7.5,SW,"Best Conditions",,
"Sat 6th Jan 2018","9 - 10pm",18.9,0.0,2.8,89.1,3.9,SW,"Best Conditions",,
"Sat 6th Jan 2018","10 - 11pm",18.8,0.0,3.8,90.1,5.9,SW,"Best Conditions",,
"Sat 6th Jan 2018","11 - 12am",18.6,0.0,12.4,89.4,5.4,SW,"Best Conditions",,
"Sun 7th Jan 2018","12 - 1am",18.5,0.0,4.1,90.0,2.7,SW,"Not Recommended",,
"Sun 7th Jan 2018","1 - 2am",18.3,0.0,1.3,83.1,3.4,SW,"Best Conditions",,
"Sun 7th Jan 2018","2 - 3am",17.8,0.0,5.3,88.9,0.0,NW,"Not Recommended",,
"Sun 7th Jan 2018","3 - 4am",17.4,0.0,24.1,94.0,0.0,W,"Not Recommended",,
"Sun 7th Jan 2018","4 - 5am",17.2,0.0,75.3,95.0,0.0,W,"Not Recommended",,
"Sun 7th Jan 2018","5 - 6am",16.6,0.0,97.7,96.3,0.0,NW,"Not Recommended",,
"Sun 7th Jan 2018","6 - 7am",16.9,0.0,99.2,97.1,0.2,W,"Not Recommended",,
"Sun 7th Jan 2018","7 - 8am",18.3,0.0,20.1,89.0,4.5,SW,"Best Conditions",,
"Sun 7th Jan 2018","8 - 9am",19.3,0.0,0.8,81.8,7.8,SW,"Best Conditions",,
"Sun 7th Jan 2018","9 - 10am",20.5,0.0,0.2,73.7,13.9,SW,"Best Conditions",,
"Sun 7th Jan 2018","10 - 11am",20.7,0.0,0.1,68.5,14.0,SW,"Best Conditions",,
"Sun 7th Jan 2018","11 - 12pm",20.6,0.0,0.2,66.3,14.5,SW,"Best Conditions",,
"Sun 7th Jan 2018","12 - 1pm",20.9,0.0,0.1,64.9,14.7,SW,"Best Conditions",,
"Sun 7th Jan 2018","1 - 2pm",21.0,0.0,0.2,65.3,14.4,SW,"Best Conditions",,
"Sun 7th Jan 2018","2 - 3pm",21.1,0.0,0.1,64.8,17.7,SW,"Extreme Caution",,
"Sun 7th Jan 2018","3 - 4pm",20.3,0.0,0.2,66.0,18.2,SW,"Extreme Caution",,
"Sun 7th Jan 2018","4 - 5pm",20.8,0.0,0.2,62.6,18.4,SW,"Extreme Caution",,
"Sun 7th Jan 2018","5 - 6pm",20.6,0.0,0.2,63.6,16.2,SW,"Extreme Caution",,
"Sun 7th Jan 2018","6 - 7pm",20.0,0.0,0.2,68.9,16.8,SW,"Extreme Caution",,
"Sun 7th Jan 2018","7 - 8pm",19.0,0.0,0.2,73.6,17.0,SW,"Extreme Caution",,
"Sun 7th Jan 2018","8 - 9pm",17.9,0.0,0.4,79.6,10.2,SW,"Best Conditions",,
"Sun 7th Jan 2018","9 - 10pm",17.2,0.0,1.1,83.3,4.0,SW,"Best Conditions",,
"Sun 7th Jan 2018","10 - 11pm",17.1,0.0,1.3,83.4,2.3,SW,"Not Recommended",,
"Sun 7th Jan 2018","11 - 12am",15.9,0.0,69.3,89.7,0.0,N,"Not Recommended",,
"Mon 8th Jan 2018","12 - 1am",16.1,0.0,62.4,87.9,2.4,SW,"Not Recommended",,
"Mon 8th Jan 2018","1 - 2am",16.0,0.0,66.8,88.7,1.1,SW,"Not Recommended",,
"Mon 8th Jan 2018","2 - 3am",15.7,0.0,83.7,90.7,0.3,SW,"Not Recommended",,
"Mon 8th Jan 2018","3 - 4am",14.7,0.0,97.7,95.2,0.0,NE,"Not Recommended",,
"Mon 8th Jan 2018","4 - 5am",13.8,0.0,94.0,97.4,0.0,NE,"Not Recommended",,
"Mon 8th Jan 2018","5 - 6am",13.4,0.0,94.2,98.3,0.4,N,"Not Recommended",,
"Mon 8th Jan 2018","6 - 7am",13.0,0.0,96.8,98.8,0.0,W,"Not Recommended",,
"Mon 8th Jan 2018","7 - 8am",17.2,0.0,67.3,89.3,1.2,SW,"Not Recommended",,
"Mon 8th Jan 2018","8 - 9am",19.7,0.0,0.3,74.4,11.3,S,"Best Conditions",,
"Mon 8th Jan 2018","9 - 10am",20.7,0.0,0.2,68.8,13.6,SW,"Best Conditions",,
"Mon 8th Jan 2018","10 - 11am",21.2,0.0,0.2,63.8,13.5,SW,"Best Conditions",,
"Mon 8th Jan 2018","11 - 12pm",21.9,0.0,0.1,59.8,14.6,SW,"Best Conditions",,
"Mon 8th Jan 2018","12 - 1pm",22.0,0.0,0.1,62.4,16.1,SW,"Extreme Caution",,
"Mon 8th Jan 2018","1 - 2pm",22.4,0.0,0.1,60.6,15.1,SW,"Best Conditions",,
"Mon 8th Jan 2018","2 - 3pm",22.4,0.0,0.2,61.8,15.5,SW,"Extreme Caution",,
"Mon 8th Jan 2018","3 - 4pm",22.3,0.0,0.1,65.1,17.3,SW,"Extreme Caution",,
"Mon 8th Jan 2018","4 - 5pm",22.0,0.0,0.2,64.6,16.1,SW,"Extreme Caution",,
"Mon 8th Jan 2018","5 - 6pm",22.2,0.0,0.2,65.7,12.9,SW,"Best Conditions",,
"Mon 8th Jan 2018","6 - 7pm",21.8,0.0,0.2,67.2,11.7,SW,"Best Conditions",,
"Mon 8th Jan 2018","7 - 8pm",20.7,0.0,0.2,71.7,11.5,SW,"Best Conditions",,
"Mon 8th Jan 2018","8 - 9pm",18.9,0.0,3.1,81.3,8.1,SW,"Best Conditions",,
"Mon 8th Jan 2018","9 - 10pm",17.8,0.0,43.8,87.7,5.0,SW,"Best Conditions",,
"Mon 8th Jan 2018","10 - 11pm",16.5,0.0,96.5,92.6,0.3,SW,"Not Recommended",,
"Mon 8th Jan 2018","11 - 12am",15.1,0.0,92.9,96.8,0.5,W,"Not Recommended",,
"Tue 9th Jan 2018","12 - 1am",14.4,0.0,96.1,98.4,0.0,N,"Not Recommended",,
"Tue 9th Jan 2018","1 - 2am",13.8,0.0,97.5,99.2,0.0,SW,"Not Recommended",,
"Tue 9th Jan 2018","2 - 3am",13.2,0.0,98.3,99.7,0.0,N,"Not Recommended",,
"Tue 9th Jan 2018","3 - 4am",12.8,0.0,98.9,100.0,0.0,N,"Not Recommended",,
"Tue 9th Jan 2018","4 - 5am",12.6,0.0,99.3,100.0,0.0,W,"Not Recommended",,
"Tue 9th Jan 2018","5 - 6am",12.5,0.0,99.7,100.0,0.0,N,"Not Recommended",,
"Tue 9th Jan 2018","6 - 7am",12.5,0.0,99.8,100.0,0.0,N,"Not Recommended",,
"Tue 9th Jan 2018","7 - 8am",15.3,0.0,99.9,98.9,1.1,SW,"Not Recommended",,
"Tue 9th Jan 2018","8 - 9am",19.0,0.0,58.8,91.6,5.0,SW,"Best Conditions",,
"Tue 9th Jan 2018","9 - 10am",20.7,0.0,3.7,81.5,10.0,SW,"Best Conditions",,
"Tue 9th Jan 2018","10 - 11am",22.0,0.0,0.3,73.7,6.5,SW,"Best Conditions",,
"Tue 9th Jan 2018","11 - 12pm",22.6,0.0,0.2,73.9,9.2,SW,"Best Conditions",,
"Tue 9th Jan 2018","12 - 1pm",23.0,0.0,0.2,71.3,11.2,SW,"Best Conditions",,
"Tue 9th Jan 2018","1 - 2pm",23.2,0.0,0.1,71.4,12.6,SW,"Best Conditions",,
"Tue 9th Jan 2018","2 - 3pm",23.4,0.0,0.2,68.6,13.3,SW,"Best Conditions",,
"Tue 9th Jan 2018","3 - 4pm",23.6,0.0,0.1,64.5,13.0,SW,"Best Conditions",,
"Tue 9th Jan 2018","4 - 5pm",23.3,0.0,0.2,64.4,13.5,SW,"Best Conditions",,
"Tue 9th Jan 2018","5 - 6pm",22.2,0.0,0.2,71.7,15.1,SW,"Best Conditions",,
"Tue 9th Jan 2018","6 - 7pm",21.9,0.0,0.2,71.3,14.3,SW,"Best Conditions",,
"Tue 9th Jan 2018","7 - 8pm",20.9,0.0,1.0,75.9,11.0,SW,"Best Conditions",,
"Tue 9th Jan 2018","8 - 9pm",19.2,0.0,28.2,84.2,6.4,SW,"Best Conditions",,
"Tue 9th Jan 2018","9 - 10pm",18.3,0.0,85.3,89.6,3.2,W,"Best Conditions",,
"Tue 9th Jan 2018","10 - 11pm",18.1,0.0,91.2,91.2,0.4,W,"Not Recommended",,
"Tue 9th Jan 2018","11 - 12am",17.9,0.0,94.6,93.7,0.3,W,"Not Recommended",,
"Wed 10th Jan 2018","12 - 1am",17.9,0.0,94.9,94.1,0.8,W,"Not Recommended",,
"Wed 10th Jan 2018","1 - 2am",18.0,0.0,95.3,94.7,1.2,SW,"Not Recommended",,
"Wed 10th Jan 2018","2 - 3am",17.7,0.0,94.8,95.3,0.1,W,"Not Recommended",,
"Wed 10th Jan 2018","3 - 4am",16.9,0.0,89.3,97.6,1.5,SW,"Not Recommended",,
"Wed 10th Jan 2018","4 - 5am",17.1,0.0,94.2,96.3,2.2,SW,"Not Recommended",,
"Wed 10th Jan 2018","5 - 6am",16.2,0.0,96.3,97.8,0.4,W,"Not Recommended",,
"Wed 10th Jan 2018","6 - 7am",16.4,0.0,97.9,98.6,0.1,W,"Not Recommended",,
"Wed 10th Jan 2018","7 - 8am",19.0,0.0,98.9,92.0,1.4,SW,"Not Recommended",,
"Wed 10th Jan 2018","8 - 9am",20.3,0.0,13.7,83.6,6.9,SW,"Best Conditions",,
"Wed 10th Jan 2018","9 - 10am",22.2,0.0,0.2,74.1,8.3,SW,"Best Conditions",,
"Wed 10th Jan 2018","10 - 11am",22.4,0.0,0.2,71.0,13.3,SW,"Best Conditions",,
"Wed 10th Jan 2018","11 - 12pm",22.9,0.0,0.2,70.5,14.4,SW,"Best Conditions",,
"Wed 10th Jan 2018","12 - 1pm",22.8,0.0,0.2,69.6,15.7,SW,"Extreme Caution",,
"Wed 10th Jan 2018","1 - 2pm",23.5,0.0,0.1,67.3,13.9,SW,"Best Conditions",,
"Wed 10th Jan 2018","2 - 3pm",23.4,0.0,0.1,68.3,14.9,SW,"Best Conditions",,
"Wed 10th Jan 2018","3 - 4pm",23.4,0.0,0.1,68.1,15.5,SW,"Extreme Caution",,
"Wed 10th Jan 2018","4 - 5pm",22.7,0.0,0.1,71.5,13.7,SW,"Best Conditions",,
"Wed 10th Jan 2018","5 - 6pm",22.2,0.0,0.2,74.8,11.4,SW,"Best Conditions",,
"Wed 10th Jan 2018","6 - 7pm",21.3,0.0,0.4,78.1,9.2,SW,"Best Conditions",,
"Wed 10th Jan 2018","7 - 8pm",21.1,0.0,0.7,80.2,8.3,SW,"Best Conditions",,
"Wed 10th Jan 2018","8 - 9pm",19.9,0.0,7.2,85.4,6.8,SW,"Best Conditions",,
"Wed 10th Jan 2018","9 - 10pm",19.2,0.0,49.6,89.8,5.1,SW,"Best Conditions",,
"Wed 10th Jan 2018","10 - 11pm",19.0,0.0,72.4,91.2,5.0,SW,"Best Conditions",,
"Wed 10th Jan 2018","11 - 12am",18.9,0.0,83.4,92.4,0.5,W,"Not Recommended",,
"Thu 11th Jan 2018","12 - 1am",19.1,0.0,83.3,92.9,0.5,W,"Not Recommended",,
"Thu 11th Jan 2018","1 - 2am",19.2,0.0,85.6,93.5,1.1,SW,"Not Recommended",,
"Thu 11th Jan 2018","2 - 3am",19.1,0.0,90.4,94.0,1.3,SW,"Not Recommended",,
"Thu 11th Jan 2018","3 - 4am",18.5,0.0,94.9,95.9,0.0,SW,"Not Recommended",,
"Thu 11th Jan 2018","4 - 5am",18.2,0.0,92.0,97.2,0.0,W,"Not Recommended",,
"Thu 11th Jan 2018","5 - 6am",17.4,0.0,90.6,98.5,0.0,N,"Not Recommended",,
"Thu 11th Jan 2018","6 - 7am",17.3,0.0,93.7,99.3,0.0,N,"Not Recommended",,
"Thu 11th Jan 2018","7 - 8am",19.3,0.0,77.7,96.3,3.1,SW,"Best Conditions",,
"Thu 11th Jan 2018","8 - 9am",20.9,0.0,4.4,87.6,8.0,SW,"Best Conditions",,
"Thu 11th Jan 2018","9 - 10am",21.9,0.0,0.5,80.2,8.3,SW,"Best Conditions",,
"Thu 11th Jan 2018","10 - 11am",23.2,0.0,0.2,71.3,8.4,SW,"Best Conditions",,
"Thu 11th Jan 2018","11 - 12pm",23.4,0.0,0.1,69.4,11.8,SW,"Best Conditions",,
